MoveIndex|Name|TMIndex|HMIndex|Type|Category|Power|Accuracy|PP|PPMax|Effect|MakesContact|Description|AttackAnimations
429|Aqua Ring|-1|-1|Water|Status|-1|-1|20|32|AquaRing|0|The user envelops itself in a veil made of water. It regains some HP on every turn.|
430|Magnet Rise|-1|-1|Electric|Status|-1|-1|10|16|Levitate|0|The user levitates using electrically generated magnetism for five turns.|
431|Force Palm|-1|-1|Fighting|Physical|60|100|10|16|Paralysis:Chance=30%|1|The target is attacked with a shock wave. It may also leave the target with paralysis.|
432|Aura Sphere|-1|-1|Fighting|Special|90|-1|20|32|AlwaysHit|0|The user looses a blast of aura power from deep within its body at the target. This move is certain to hit.|
433|Poison Jab|84|-1|Poison|Physical|80|100|20|32|Poison:Chance=30%|1|The target is stabbed with a tentacle or arm steeped in poison. It may also poison the target.|
434|Night Slash|-1|-1|Dark|Physical|70|100|15|24|CriticalHit=+1|1|The user slashes the target the instant an opportunity arises. Critical hits land more easily.|
435|X-Scissor|81|-1|Bug|Physical|80|100|15|24|None|1|The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.|
436|Bug Buzz|-1|-1|Bug|Special|90|100|10|16|SpecialDefence=-1|0|The user vibrates its wings to generate a damaging sound wave. It may also lower the target's Sp. Def stat.|
437|Dragon Pulse|-1|-1|Dragon|Special|90|100|10|16|None|0|The target is attacked with a shock wave generated by the user's gaping mouth.|
438|Dragon Rush|-1|-1|Dragon|Physical|100|75|10|16|Flinch:Chance=20%|1|The user tackles the target while exhibiting overwhelming menace. It may also make the target flinch.|
439|Power Gem|-1|-1|Rock|Special|70|100|20|32|None|0|The user attacks with a ray of light that sparkles as if it were made of gemstones.|
440|Drain Punch|-1|-1|Fighting|Physical|75|100|10|16|Drain=50%|1|An energy-draining punch. The user's HP is restored by half the damage taken by the target.|
441|Vacuum Wave|-1|-1|Fighting|Special|40|100|30|48|Priority=+1|0|The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.|
442|Focus Blast|52|-1|Fighting|Special|120|70|5|8|SpecialDefence=-1:Chance=10%|0|The user heightens its mental focus and unleashes its power. It may also lower the target’s Sp. Def.|
443|Brave Bird|-1|-1|Flying|Physical|120|100|15|24|Recoil=-33%|1|The user tucks in its wings and charges from a low altitude. The user also takes serious damage.|
444|Switcheroo|-1|-1|Dark|Status|-1|100|10|16|Trick|0|The user trades held items with the target faster than the eye can follow.|
445|Nasty Plot|-1|-1|Dark|Status|-1|-1|20|32|SpecialAttack=+2:User|0|The user stimulates its brain by thinking bad thoughts. It sharply raises the user’s Sp. Atk.|
446|Bullet Punch|-1|-1|Steel|Physical|40|100|30|48|Priority=+1|1|The user strikes the target with tough punches as fast as bullets. This move always goes first.|
447|Avalanche|-1|-1|Ice|Physical|60|100|10|16|Priority=-4;DoubleOnHit|1|An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.|
448|Ice Shard|-1|-1|Ice|Physical|50|100|30|48|Priority=+1|0|The user flash freezes chunks of ice and hurls them at the target. This move always goes first.|
449|Thunder Fang|-1|-1|Electric|Physical|65|95|15|24|Paralysis:Chance=10%;Flinch:Chance=10%|1|The user bites with electrified fangs. It may also make the target flinch or leave it with paralysis.|
450|Ice Fang|-1|-1|Ice|Physical|65|95|15|24|Freeze:Chance=10%;Flinch:Chance=10%|1|The user bites with cold-infused fangs. It may also make the target flinch or leave it frozen.|
451|Shadow Sneak|-1|-1|Ghost|Ghost|40|100|30|48|Priority=+1|1|The user extends its shadow and attacks the target from behind. This move always goes first.|
452|Psycho Cut|-1|-1|Psychic|Physical|70|100|20|32|CriticalHit=+1|0|The user tears at the target with blades formed by psychic power. Critical hits land more easily.|
453|Mirror Shot|-1|-1|Steel|Special|65|85|10|15|Accuracy=-1:Chance=30%|0|The user looses a flash of energy at the target from its polished body. It may also lower the target's accuracy.|
454|Rock Climb|-1|-1|Normal|Physical|90|85|20|32|Confusion:Chance=20%|1|The user attacks the target by smashing into it with incredible force. It may also confuse the target.|
455|Defog|-1|-1|Normal|Status|-1|-1|15|24|Evasion=-1|0|A strong wind blows away the target's obstacles such as Reflect or Light Screen. It also lowers the target's evasiveness.|
456|Trick Room|92|-1|Psychic|Status|-1|-1|5|8|Priority=-7;TrickRoom|0|The user creates a bizarre space in which slower Pokémon get to move first for five turns.|
457|Draco Meteor|-1|-1|Dragon|Special|140|90|5|8|SpecialAttack=-2:User|0|Comets are summoned down from the sky onto the target. The attack's recoil harshly reduces the user's Sp. Atk stat.|
458|Discharge|-1|-1|Electric|Special|80|100|15|24|Paralysis:Chance=30%|0|A flare of electricity is loosed to strike the area around the user. It may also cause paralysis.|
459|Lava Plume|-1|-1|Fire|Special|80|100|15|24|Burn:Chance=30%|0|An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.|
460|Leaf Storm|-1|-1|Grass|Special|140|90|5|8|SpecialAttack=-2:User|0|The user whips up a storm of leaves around the target. The attack's recoil harshly reduces the user's Sp. Atk stat.|
461|Power Whip|-1|-1|Grass|Physical|120|85|10|16|None|1|The user violently whirls its vines or tentacles to harshly lash the target.|
462|Rock Wrecker|-1|-1|Rock|Physical|150|90|5|8|WaitAfter=+1|0|The user launches a huge boulder at the target to attack. It must rest on the next turn, however.|
463|Cross Poison|-1|-1|Poison|Physical|70|100|20|32|CriticalHit=+1;Poison:Chance=10%|1|A slashing attack with a poisonous blade that may also leave the target poisoned. Critical hits land more easily.|
464|Gunk Shot|-1|-1|Poison|Special|120|70|5|8|Poison:Chance=30%|0|The user shoots filthy garbage at the target to attack. It may also poison the target.|
465|Iron Head|-1|-1|Steel|Physical|80|100|15|24|Flinch:Chance=30%|1|The user slams the target with its steel-hard head. It may also make the target flinch.|
466|Magnet Bomb|-1|-1|Steel|Physical|60|-1|20|32|AlwaysHit|0|The user launches steel bombs that stick to the target. This attack will not miss.|
467|Captivate|-1|-1|Normal|Status|-1|100|20|32|SpecialAttack=-2|0|If it is the opposite gender of the user, the target is charmed into harshly lowering its Sp. Atk stat.|
468|Chatter|-1|-1|Flying|Special|60|100|20|32|Confusion:Chance=31%|0|The user attacks using a sound wave based on words it has learned. It may also confuse the target.|
469|Judgment|-1|-1|Normal|Special|130|100|10|16|Judgment|0|The user releases countless shots of light at the target. Its type varies with the kind of Plate the user is holding.|
470|Bug Bite|-1|-1|Bug|Physical|60|100|20|32|BugBite|1|The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.|
471|Wood Hammer|-1|-1|Grass|Physical|120|100|15|24|Recoil=-33%|1|The user slams its rugged body into the target to attack. The user also sustains serious damage.|
472|Aqua Jet|-1|-1|Water|Physical|40|100|20|32|Priority=+1|1|The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.|
473|Attack Order|-1|-1|Bug|Physical|90|100|15|24|CriticalHit=+1|0|The user calls out its underlings to pummel the target. Critical hits land more easily.|
474|Defend Order|-1|-1|Bug|Status|-1|-1|10|16|Defence=+1:User;SpecialDefence=+1:User|0|The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.|
475|Heal Order|-1|-1|Bug|Status|-1|-1|10|16|HP=+50%|0|The user calls out its underlings to heal it. The user regains up to half of its max HP.|
476|Double Hit|-1|-1|Normal|Physical|35|90|10|16|MultipleHit=2|1|The user slams the target with a long tail, vines, or tentacle. The target is hit twice in a row.|
477|Roar of Time|-1|-1|Dragon|Special|150|90|5|8|WaitAfter=+1|0|The user blasts the target with power that distorts even time. The user must rest on the next turn.|
478|Spacial Rend|-1|-1|Dragon|Special|100|95|5|8|CriticalHit=+1|0|The user tears the target along with the space around it. Critical hits land more easily.|
479|Head Smash|-1|-1|Rock|Physical|150|80|5|8|Recoil=-50%|1|The user attacks the target with a hazardous, full-power headbutt. The user also takes terrible damage.|
480|Lunar Dance|-1|-1|Psychic|Status|-1|-1|10|16|Remove=Burn:NextPokemon;Remove=Paralysis:NextPokemon;Remove=Sleep;NextPokemon;Remove=Poison;NextPokemon;Remove=Freeze:NextPokemon;HP=+100%:NextPokemon;PP=100%:NextPokemon|0|The user faints. In return, the Pokémon taking its place will have its status and HP fully restored.|
481|Crush Grip|-1|-1|Normal|Physical|120|100|5|8|WringOut|1|The target is crushed with great force. The attack is more powerful the more HP the target has left.|
482|Magma Storm|-1|-1|Fire|Special|120|75|5|8|Immobilize;Repeat=2to5|0|The target becomes trapped within a maelstrom of fire that rages for four to five turns.|
483|Dark Void|-1|-1|Dark|Status|-1|100|10|16|Sleep|0|Opposing Pokémon are dragged into a world of total darkness that makes sleep.|
484|Seed Flare|-1|-1|Grass|Special|120|85|5|8|SpecialDefence=-2:Chance=40%|0|The user emits a shock wave from its body to attack its target. It may harshly lower the target's Sp. Def.|
485|Ominous Wind|-1|-1|Ghost|Special|60|100|5|8|Stats=+1:Chance=10%:User|0|The user blasts the target with a gust of repulsive wind. It may also raise all the user's stats at once.|
486|Shadow Force|-1|-1|Ghost|Special|120|100|5|8|Vanish;Remove=Protect|1|The user disappears, then strikes the target on the second turn. It hits even if the target protects itself.|
487|Wide Guard|1|-1|Rock|Status|-1|-1|10|16|Priority=+3;Protect|0|The user and its allies are protected from wide-ranging attacks for one turn. If used in succession, its chances of failing rises.|
488|Guard Split|-1|-1|Psychic|Status|-1|-1|10|16|GuardSplit|0|The user employs its psychic power to average its Defense and Sp. Def stats with those of its target's.|
489|Power Split|-1|-1|Psychic|Status|-1|-1|10|16|PowerSplit|0|The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target's.|
490|Automize|-1|-1|Steel|Status|-1|-1|15|24|Speed=+2:User|0|The user sheds part of its body to make itself lighter and sharply raise its Speed stat.|
491|Rage Powder|-1|-1|Bug|Status|-1|-1|20|32|Priority=+3;Enrage|0|The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.|
492|Magic Room|-1|-1|Psychic|Status|-1|-1|10|16|Priority=-7;MagicRoom|0|The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.|
493|Storm Throw|-1|-1|Fighting|Physical|40|100|10|16|CriticalHit=+7|1|The user strikes the target with a fierce blow. This attack always results in a critical hit.|
494|Sludge Wave|34|-1|Poison|Special|95|100|10|16|Poison:Chance=10%|0|It swamps the area around the user with a giant sludge wave. It may also poison those hit.|
495|Quiver Dance|-1|-1|Bug|Status|-1|-1|20|32|SpecialAttack=+1:User;SpecialDefence=+1:User;Speed=+1:User|0|The user lightly performs a beautiful, mystic dance. It boosts the user's Sp. Atk, Sp. Def, and Speed stats.|
496|Heavy Slam|-1|-1|Steel|Physical|-1|100|10|16|HeavySlam|1|The user slams into the target with its heavy body. The more the user outweighs the target, the greater its damage.|
497|Synchronoise|-1|-1|Psychic|Special|70|100|15|24|None|0|Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.|
498|Electro Ball|-1|-1|Electric|Special|-1|100|10|16|ElectroBall|0|The user hurls an electric orb at the target. The faster the user is than the target, the greater the damage.|
499|Coil|-1|-1|Poison|Status|-1|-1|20|32|Attack=+1:User;Defence=+1:User;Accuracy=+1:User|0|The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.|
500|Low Sweep|47|-1|Fighting|Physical|60|100|20|32|Speed=-1|1|The user attacks the target's legs swiftly, reducing the target's Speed stat.|
501|Acid Spray|-1|-1|Poison|Special|40|100|20|32|SpecialDefence=-2|0|The user spits fluid that works to melt the target. This harshly reduces the target's Sp. Def stat.|
502|Foul Play|-1|-1|Dark|Physical|95|100|15|24|FoulPlay|1|The user turns the target's power against it. The higher the target's Attack stat, the greater the damage.|
503|Simple Beam|-1|-1|Normal|Status|-1|100|15|24|Simple|0|The user's mysterious psychic wave changes the target's Ability to Simple.|
504|Entrainment|-1|-1|Normal|Status|-1|100|15|24|Entrainment|0|The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.|
505|After You|-1|-1|Normal|Status|-1|-1|15|24|AfterYou|0|The user helps the target and makes it use its move right after the user.|
506|Round|48|-1|Normal|Special|60|100|15|24|Round|0|The user attacks the target with a song. Others can join in the Round and make the attack do greater damage.|
507|Chip Away|-1|-1|Normal|Physical|70|100|20|32|ChipAway|1|Looking for an opening, the user strikes continually. The target's stat changes don't affect this attack's damage.|
508|Clear Smog|-1|-1|Poison|Special|50|-1|15|24|Haze|0|The user attacks by throwing a clump of special mud. All status changes are returned to normal.|
509|Stored Power|-1|-1|Psychic|Special|20|100|10|16|StoredPower|0|The user attacks the target with stored power. The more the user's stats are raised, the greater the damage.|
510|Quick Guard|-1|-1|Fighting|Status|-1|-1|15|24|Priority=+3;Protect|0|The user protects itself and its allies from priority moves. If used in succession, its chance of failing rises.|
511|Ally Switch|51|-1|Psychic|Status|-1|-1|15|24|Priority=+1;AllySwitch|0|The user teleports using a strange power and switches its place with one of its allies.|
512|Shell Smash|-1|-1|Normal|Status|-1|-1|15|24|Defence=-1:User;SpecialDefence=-1:User;Attack=+2:User;SpecialAttack=+2:User;Speed=+2:User|0|The user breaks its shell, lowering its Defense and Sp. Def stats but sharply raising Attack, Sp. Atk, and Speed stats.|
513|Heal Pulse|-1|-1|Psychic|Status|-1|-1|10|16|HP=+50%:Target|0|The user emits a healing pulse which restores the target's HP by up to half of its max HP.|
514|Sky Drop|58|-1|Flying|Physical|60|100|10|16|Fly;Fly:Target;Wait=+1;Wait=+1:Target|1|The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.|
515|Shift Gear|-1|-1|Steel|Status|-1|-1|10|16|Speed=+2:User|0|The user rotates its gears, raising its Attack and sharply raising its Speed.|
516|Circle Throw|-1|-1|Fighting|Physical|60|90|10|16|Priority=-6;Launch|1|The user throws the target and drags out another Pokémon in its party. In the wild, the battle ends.|
517|Quash|60|-1|Dark|Status|-1|100|15|24|Priority=-7:Target|0|The user suppresses the target and makes its move go last.|
518|Reflect Type|-1|-1|Normal|Status|-1|-1|15|24|ReflectType|0|The user reflects the target's type, making it the same type as the target.|
519|Retaliate|67|-1|Normal|Physical|70|100|5|8|Retaliate|1|The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack's damage increases.|
520|Final Gambit|-1|-1|Fighting|Special|-1|100|5|8|HP=-100%;FinalGambit|1|The user risks everything to attack its target. The user faints but does damage equal to the user's HP.|
521|Bestow|-1|-1|Normal|Status|-1|-1|15|24|Bestow|0|The user passes its held item to the target when the target isn't holding an item|
522|Water Pledge|-1|-1|Water|Special|50|100|10|16|WaterPledge|0|A column of water strikes the target. When combined with its fire equivalent, the damage increases and a rainbow appears.|
523|Fire Pledge|-1|-1|Fire|Special|50|100|10|16|FirePledge|0|A column of fire hits opposing Pokémon. When used with its Grass equivalent, its damage increases into a vast sea of fire.|
524|Grass Pledge|-1|-1|Grass|Special|50|100|10|16|GrassPledge|0|A column of grass hits opposing Pokémon. When used with its water equivalent, its damage increases into a vast swamp.|
525|Volt Switch|72|-1|Electric|Special|70|100|20|32|Switchout|0|After making its attack, the user rushes back to switch places with a party Pokémon in waiting.|
526|Frost Breath|79|-1|Ice|Special|40|90|10|16|CriticalHit=+7|0|The user blows a cold breath on the target. This attack always results in a critical hit.|
527|Work Up|83|-1|Normal|Status|-1|-1|30|48|Attack=+1:User;SpecialAttack=+1:User|0|The user is roused, and its Attack and Sp. Atk stats increase.|
528|Electroweb|-1|-1|Electric|Special|55|95|15|24|Speed=-1|0|The user captures and attacks opposing Pokémon by using an electric net. It reduces the targets' Speed stat.|
529|Drill Run|-1|-1|Ground|Physical|80|95|10|16|CriticalHit=+1|1|The user crashes into its target while rotating its body like a drill. Critical hits land more easily.|
530|Dual Chop|-1|-1|Dragon|Physical|40|90|15|24|MultipleHit=2|1|The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.|
531|Heart Stamp|-1|-1|Psychic|Physical|60|100|25|40|Flinch:Chance=30%|1|The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch.|
532|Horn Leech|-1|-1|Grass|Physical|75|100|10|16|Drain=50%|1|The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target.|
533|Sacred Sword|-1|-1|Fighting|Physical|90|100|20|32|SacredSword|1|The user attacks by slicing with its long horns. The target's stat changes don't affect this attack's damage.|
534|Razor Shell|-1|-1|Water|Physical|75|95|10|16|Defence=-1:Chance=50%|1|The user cuts its target with sharp shells. This attack may also lower the target's Defense stat.|
535|Heat Crash|-1|-1|Fire|Physical|-1|100|10|16|HeatCrash|1|The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the damage.|
536|Leaf Tornado|-1|-1|Grass|Special|65|90|10|16|Accuracy-1:Chance=30%|0|The user attacks its target by encircling it in sharp leaves. This attack may also lower the foe's accuracy.|
537|Steamroller|-1|-1|Bug|Physical|65|100|20|32|Flinch:Chance=30%;Stomp|1|The user crushes its targets by rolling over them with its rolled-up body. This attack may make the target flinch.|
538|Cotton Guard|-1|-1|Grass|Status|-1|-1|10|16|Defence=+3:User|0|The user protects itself by wrapping its body in soft cotton, drastically raising the user's Defense stat.|
539|Night Daze|-1|-1|Dark|Special|85|95|10|16|Accuracy=-1:Chance=40%|0|The user lets loose a pitch-black shock wave at its target. It may also lower the target's accuracy.|
540|Psystrike|-1|-1|Psychic|Special|100|100|10|16|Psyshock|0|The user materializes an odd psychic wave to attack the target. This attack does physical damage.|
541|Tail Slap|-1|-1|Normal|Physical|25|85|10|16|MultipleHit=2to5|1|The user attacks by striking the target with its hard tail. It hits the Pokémon two to five times in a row.|
542|Hurricane|-1|-1|Flying|Special|120|70|10|16|AlwaysHit:Rain;Confusion:Chance=30%|0|The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.|
543|Head Charge|-1|-1|Normal|Physical|120|100|15|24|Recoil=-25%|1|The user charges its head into its target, using its powerful guard hair. It also damages the user a little.|
544|Gear Grind|-1|-1|Steel|Physical|50|85|15|24|MultipleHit=2|0|The user attacks by throwing two steel gears at its target.|
545|Searing Shot|-1|-1|Fire|Special|100|100|5|8|Burn:Chance=30%|0|An inferno of scarlet flames torches everything around the user. It may leave the target with a burn.|
546|Techno Blast|-1|-1|Normal|Special|85|100|5|8|Drive|0|The user fires a beam of light at its target. The type changes depending on the Drive the user holds.|
547|Relic Song|-1|-1|Normal|Special|90|100|10|16|Sleep:Chance=10%|0|The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep.|
548|Secret Sword|-1|-1|Fighting|Special|85|100|10|16|Psyshock|1|The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.|
549|Glaciate|-1|-1|Ice|Special|65|95|10|16|Speed=-1|0|The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets' Speed stat.|
550|Bolt Strike|-1|-1|Electric|Special|130|85|5|8|Paralysis:Chance=20%|0|The user charges at its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis.|
551|Blue Flare|-1|-1|Fire|Special|130|85|5|8|Burn:Chance=20%|0|The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn.|
552|Fiery Dance|-1|-1|Fire|Special|80|100|10|16|SpecialAttack=+1:Chance=50%:User|0|Cloaked in flames, the user dances and flaps its wings. It may also raise the user's Sp. Atk stat.|
553|Freeze Shock|-1|-1|Ice|Special|140|90|5|8|Wait=+1;Paralysis:Chance=30%|0|On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis.|
554|Ice Burn|-1|-1|Ice|Special|140|90|5|8|Wait=+1;Burn:Chance=30%|0|On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.|
555|Snarl|95|-1|Dark|Special|55|95|15|24|SpecialAttack=-1|0|The user yells as if it is ranting about something, making the target's Sp. Atk stat decrease.|
556|Icicle Crash|-1|-1|Ice|Special|85|90|10|15|Flinch:Chance=30%|0|The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.|
557|V-Create|-1|-1|Fire|Physical|180|95|5|8|Defence=-1:User;SpecialDefence=-1:User;Speed=-1:User|1|With a hot flame on its forehead, the user hurls itself at its target. It lowers the user's Defense, Sp. Def, and Speed stats.|
558|Fusion Flare|-1|-1|Fire|Special|100|100|5|8|FusionFlare|0|The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.|
559|Fusion Bolt|-1|-1|Electric|Special|100|100|5|8|FusionBolt|0|The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.|
